"host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bedrooms","beds","price","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","host_since_season","host_since_year","host_response_rate_cat","host_acceptance_rate_cat"
"Unknown",FALSE,1,TRUE,FALSE,"Sants-Montjuïc","Private room",1,2,2,400,30,1125,0,0,1,237,0,0,0,60,6,10,8,6,TRUE,0.18,"Winter","2020","Unknown","Unknown"
"within a day",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,36,31,1125,30,60,69,69,1,1,1,100,6,10,6,10,TRUE,1,"Winter","2019","very high","very high"
"within an hour",TRUE,16,TRUE,TRUE,"Eixample","Private room",2,1,0,83,3.4,1125,0,0,0,0,1,1,0,100,10,8,10,10,TRUE,0.18,"Winter","2020","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,29,1,1125,0,0,0,0,0,0,0,100,10,10,10,10,FALSE,0.02,"Autumn","2013","Unknown","very low"
"Unknown",FALSE,0,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,2,2,50,30,365,30,60,90,365,0,0,0,80,6,7,9,7,FALSE,0.03,"Autumn","2015","Unknown","Unknown"
"within an hour",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,2,3,35,90,1125,0,29,59,334,0,0,0,100,9,8,10,10,FALSE,0.05,"Summer","2019","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",1,1,1,26,30,31,30,60,90,90,0,0,0,100,10,10,10,10,FALSE,0.21,"Winter","2020","Unknown","Unknown"
"within an hour",FALSE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,20,3,1125,18,29,58,322,0,0,0,100,10,9,10,10,TRUE,0.75,"Spring","2015","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,20,1,1125,18,29,58,322,4,4,2,100,10,9,10,10,TRUE,0.75,"Winter","2020","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",3,1,3,80,2,1125,30,60,90,365,1,1,0,40,6,4,10,6,TRUE,0.18,"Winter","2020","Unknown","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",3,1,2,70,2,1125,30,60,90,365,1,1,0,100,10,10,10,10,TRUE,0.18,"Winter","2020","Unknown","very high"
"within an hour",FALSE,17,TRUE,TRUE,"Eixample","Private room",4,1,2,28,1,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.16,"Autumn","2016","very high","very high"
"within an hour",FALSE,17,TRUE,TRUE,"Eixample","Private room",2,1,1,28,1,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.16,"Autumn","2016","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Horta-Guinardó","Private room",2,1,1,45,1,1125,23,53,83,173,1,1,0,80,8,8,10,8,TRUE,0.18,"Winter","2020","very high","very high"
"within an hour",FALSE,17,TRUE,TRUE,"Eixample","Private room",1,1,1,13,1,1125,9,39,69,344,2,2,1,100,10,9,10,10,TRUE,0.36,"Autumn","2016","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Horta-Guinardó","Private room",2,1,1,22,1,1125,29,59,89,179,29,29,10,93,10,10,10,10,TRUE,5.03,"Winter","2020","very high","very high"
"a few days or more",FALSE,1,TRUE,TRUE,"Eixample","Private room",1,1,1,18,30,1125,29,59,89,364,0,0,0,100,10,8,8,10,FALSE,0.07,"Autumn","2013","very low","high"
"Unknown",FALSE,0,TRUE,FALSE,"Sants-Montjuïc","Private room",2,1,1,28,2,1125,30,60,90,90,1,1,0,100,10,10,6,10,TRUE,0.17,"Winter","2020","Unknown","very high"
"within an hour",TRUE,2,TRUE,FALSE,"Horta-Guinardó","Private room",2,1,1,22.57,1,1125,28,58,88,127,25,25,4,95,10,10,10,10,TRUE,4.36,"Winter","2020","very high","very high"
"within an hour",FALSE,97,TRUE,TRUE,"Eixample","Private room",2,1,1,30,1,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.43,"Autumn","2013","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",2,1,1,18,1,1125,27,57,87,352,0,0,0,100,10,10,10,10,TRUE,0.18,"Spring","2019","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",1,1,1,13,1,1125,24,54,84,359,1,1,0,100,10,10,10,10,TRUE,0.18,"Spring","2019","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",2,1,1,18,1,1125,11,41,71,346,1,1,0,80,8,8,8,8,TRUE,0.25,"Spring","2019","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",4,2,2,37,1,1125,22,51,79,346,0,0,0,90,8,9,10,9,TRUE,0.34,"Spring","2019","very high","very high"
"Unknown",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,35,31,1125,30,60,90,365,0,0,0,40,4,8,6,2,TRUE,1,"Winter","2020","Unknown","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,70,2,1125,29,59,89,90,0,0,0,80,10,6,8,6,FALSE,0.13,"Winter","2015","Unknown","Unknown"
"within a few hours",FALSE,1,TRUE,TRUE,"Horta-Guinardó","Private room",1,1,1,20,30,1125,25,55,85,92,0,0,0,100,10,10,10,10,FALSE,0.1,"Spring","2016","high","very high"
"within a few hours",FALSE,133,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,2,92,12.3,1125,19,20,20,20,0,0,0,100,10,10,10,10,FALSE,0.18,"Autumn","2010","very high","very high"
"within a few hours",FALSE,133,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,1,2,92,12.3,1125,0,0,0,0,0,0,0,96,10,9,10,10,TRUE,0.94,"Autumn","2010","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,2,3,65,1,1125,18,38,66,304,8,8,8,90,10,9,8,9,TRUE,8,"Summer","2012","very high","very high"
"a few days or more",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",6,3,3,40,14,1125,0,0,0,0,1,1,0,80,10,10,10,10,FALSE,0.18,"Winter","2020","low","high"
"within an hour",FALSE,83,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,2,102,3,1125,23,53,83,302,0,0,0,100,10,10,9,10,TRUE,1.4,"Spring","2015","very high","very high"
"within a day",FALSE,2,TRUE,FALSE,"Gràcia","Entire home/apt",3,1,2,27,30,62,29,59,89,89,0,0,0,100,8,8,10,8,FALSE,0.09,"Summer","2019","very high","average"
"Unknown",FALSE,1,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,70,2,1125,3,3,3,6,0,0,0,100,10,8,10,10,TRUE,0.05,"Winter","2014","Unknown","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Private room",4,2,2,110,1,1125,0,0,0,0,0,0,0,100,10,8,8,8,FALSE,0.03,"Spring","2016","Unknown","Unknown"
"within an hour",FALSE,4,TRUE,TRUE,"Sant Martí","Private room",2,1,1,60,1,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.1,"Summer","2018","very high","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Ciutat Vella","Private room",1,1,2,50,1,1125,30,34,56,56,0,0,0,100,10,10,10,10,TRUE,0.52,"Winter","2020","very high","very high"
"a few days or more",FALSE,2,TRUE,TRUE,"Eixample","Private room",2,1,1,21,3,1125,0,0,0,166,0,0,0,100,10,10,10,10,TRUE,1.53,"Autumn","2012","very low","high"
"within a few hours",FALSE,31,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",4,2,3,77,1,1125,29,59,89,218,0,0,0,90,10,9,9,9,TRUE,0.45,"Winter","2018","high","very high"
"within an hour",TRUE,0,TRUE,FALSE,"Ciutat Vella","Entire home/apt",4,2,3,46,3,1125,24,32,32,32,2,2,1,90,10,9,10,10,TRUE,1.71,"Winter","2019","very high","very high"
"within an hour",FALSE,2,TRUE,FALSE,"Horta-Guinardó","Private room",2,1,0,20,1,1125,23,53,83,358,0,0,0,100,10,10,10,10,TRUE,0.07,"Autumn","2019","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Horta-Guinardó","Private room",2,1,1,40,1,1125,23,53,83,173,0,0,0,80,8,8,10,8,TRUE,0.18,"Winter","2020","very high","very high"
"within an hour",FALSE,11,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,29,1,1125,27,35,35,35,1,1,0,100,10,10,10,10,TRUE,0.18,"Summer","2017","very high","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Sarrià-Sant Gervasi","Private room",2,1,0,20,3,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.73,"Winter","2020","Unknown","very high"
"within an hour",TRUE,4,TRUE,TRUE,"Eixample","Entire home/apt",6,2,4,99,1,1125,24,42,67,136,0,0,0,95,10,10,10,10,TRUE,2.14,"Spring","2018","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,60,3,7,0,0,0,0,0,0,0,100,10,10,10,10,FALSE,0.08,"Spring","2018","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",2,1,2,30,2,9,0,0,0,0,0,0,0,100,8,10,10,10,TRUE,0.02,"Summer","2015","Unknown","Unknown"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",2,1,2,36,2,1125,30,60,90,365,0,0,0,60,8,4,10,10,TRUE,0.18,"Winter","2020","Unknown","very high"
"a few days or more",FALSE,0,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,55,6,30,0,0,21,277,0,0,0,94,10,9,10,9,FALSE,1.88,"Autumn","2012","very low","very low"
"Unknown",FALSE,0,TRUE,TRUE,"Nou Barris","Private room",1,1,1,23,2,1125,0,0,0,0,0,0,0,100,10,10,10,10,FALSE,0.02,"Autumn","2019","Unknown","Unknown"
"within a few hours",FALSE,5,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,2,0,48,32,360,30,60,90,365,0,0,0,93,10,10,10,10,TRUE,0.07,"Spring","2019","very high","very high"
"a few days or more",FALSE,0,TRUE,TRUE,"Sarrià-Sant Gervasi","Private room",2,1,1,35,2,15,6,6,6,6,2,2,1,100,10,10,10,10,FALSE,0.46,"Winter","2020","low","average"
"within an hour",TRUE,4,TRUE,TRUE,"Eixample","Entire home/apt",5,1,0,99,1,1125,29,54,78,149,4,4,0,95,10,10,10,10,TRUE,2.14,"Spring","2018","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,2,80,2,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.03,"Winter","2020","Unknown","Unknown"
"within an hour",FALSE,12,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,4,4,70,32,1125,0,0,0,237,0,0,0,40,6,4,8,4,TRUE,0.05,"Spring","2016","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Ciutat Vella","Entire home/apt",4,2,2,150,3,1125,30,60,90,365,0,0,0,100,10,10,10,8,TRUE,0.07,"Spring","2019","Unknown","very high"
"within a few hours",FALSE,0,TRUE,FALSE,"Sarrià-Sant Gervasi","Entire home/apt",2,1,2,37,31,365,4,4,26,301,1,1,0,100,10,10,10,10,FALSE,0.48,"Winter","2020","very high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Eixample","Private room",1,1,1,20,3,1125,30,60,90,90,0,0,0,60,4,8,9,5,TRUE,0.14,"Winter","2020","very high","very high"
"a few days or more",FALSE,11,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",2,1,1,25,30,1125,29,59,89,179,0,0,0,60,6,6,8,6,FALSE,0.02,"Winter","2020","very low","low"
"a few days or more",FALSE,134,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",16,6,18,420,1,1125,0,0,0,0,0,0,0,100,10,8,10,8,FALSE,0.05,"Autumn","2011","low","very low"
"within a day",FALSE,3,TRUE,TRUE,"Eixample","Entire home/apt",4,2,3,80,31,180,6,36,66,66,0,0,0,100,10,10,10,9,FALSE,0.15,"Autumn","2013","very high","average"
"within an hour",FALSE,33,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",6,2,5,95,30,330,13,43,73,348,0,0,0,80,10,8,8,8,FALSE,0.04,"Autumn","2017","very high","high"
"Unknown",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,33,1,7,28,58,88,178,1,1,0,100,10,10,10,10,FALSE,0.17,"Summer","2014","Unknown","very high"
"within a few hours",FALSE,32,TRUE,TRUE,"Sant Martí","Entire home/apt",6,2,4,172,1.4,364,30,53,83,332,1,1,0,80,10,10,8,10,TRUE,0.17,"Autumn","2012","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",1,1,1,40,3,1125,29,59,89,89,0,0,0,100,10,9,10,10,FALSE,0.12,"Summer","2019","Unknown","Unknown"
"within a few hours",TRUE,12,TRUE,TRUE,"Sant Martí","Entire home/apt",4,1,1,142.86,1,1125,30,60,90,270,0,0,0,80,8,6,10,6,TRUE,0.18,"Summer","2013","very high","very high"
"within an hour",FALSE,10,TRUE,TRUE,"Nou Barris","Private room",2,1,2,40,7,1125,6,6,6,6,0,0,0,100,10,10,10,10,FALSE,0.19,"Summer","2017","very high","very high"
"within an hour",FALSE,10,TRUE,TRUE,"Nou Barris","Private room",1,1,1,30,3,1125,6,6,6,6,0,0,0,60,8,8,8,8,FALSE,0.08,"Summer","2017","very high","very high"
"Unknown",FALSE,2,TRUE,FALSE,"Horta-Guinardó","Private room",1,1,1,25,2,1125,23,53,83,358,0,0,0,100,10,10,10,10,FALSE,0.17,"Summer","2019","Unknown","Unknown"
"within an hour",FALSE,4,TRUE,TRUE,"Horta-Guinardó","Private room",2,1,1,42,2.1,1125,0,0,0,0,0,0,0,100,10,10,10,10,FALSE,0.02,"Spring","2014","very high","very high"
"within an hour",FALSE,10,TRUE,TRUE,"Nou Barris","Private room",2,1,1,44,2,1125,6,6,6,6,0,0,0,40,2,4,2,2,FALSE,0.11,"Summer","2017","very high","very high"
"Unknown",FALSE,6,TRUE,FALSE,"Ciutat Vella","Private room",3,1,2,60,2,1125,0,0,0,0,1,1,0,80,10,8,10,8,TRUE,0.18,"Winter","2020","Unknown","very high"
"Unknown",FALSE,6,TRUE,FALSE,"Ciutat Vella","Private room",2,1,2,50,2,1125,0,0,0,0,0,0,0,80,10,6,8,8,TRUE,0.05,"Winter","2020","Unknown","very high"
"within an hour",FALSE,10,TRUE,TRUE,"Nou Barris","Private room",1,1,1,30,3,1125,7,7,7,7,0,0,0,60,8,8,8,8,FALSE,0.08,"Summer","2017","very high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,2,5,302.86,1,1125,26,54,84,353,0,0,0,60,4,6,8,5,TRUE,0.29,"Autumn","2018","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",4,1,2,84,2,357.2,27,57,87,355,0,0,0,86,9,9,10,9,TRUE,0.42,"Autumn","2018","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",4,2,3,94,2,95.3,29,59,89,364,0,0,0,92,9,10,10,9,TRUE,0.16,"Autumn","2018","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Ciutat Vella","Private room",4,1,2,277,29,98.4,4,28,58,333,0,0,0,67,9,6,10,6,TRUE,0.11,"Autumn","2018","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",4,1,2,130,2,7,29,59,89,364,0,0,0,100,10,10,10,10,TRUE,0.31,"Autumn","2018","Unknown","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",4,3,3,120,2,117.2,30,60,90,365,0,0,0,80,9,10,10,10,TRUE,0.25,"Autumn","2018","Unknown","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",2,1,2,35,2,1125,30,60,90,365,1,1,0,60,8,4,10,10,TRUE,0.18,"Winter","2020","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",3,1,2,50,1,1125,0,0,0,0,0,0,0,100,10,10,10,10,FALSE,0.02,"Spring","2018","Unknown","very high"
"within an hour",FALSE,0,TRUE,FALSE,"Eixample","Entire home/apt",3,1,1,70,5,1125,19,19,19,19,0,0,0,90,10,9,10,10,FALSE,0.72,"Winter","2020","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",1,1,1,14,2,6,29,59,89,89,0,0,0,100,10,10,10,10,FALSE,0.25,"Summer","2016","Unknown","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",3,1,2,120,3,1125,29,59,89,179,0,0,0,80,9,6,9,9,TRUE,0.08,"Winter","2020","Unknown","very high"
"within a few hours",FALSE,8,TRUE,FALSE,"Ciutat Vella","Entire home/apt",4,1,4,95,31,1125,8,34,64,339,0,0,0,80,8,8,8,6,TRUE,0.07,"Summer","2015","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",2,1,1,22,30,1125,0,17,47,322,2,2,1,80,9,10,10,9,TRUE,0.38,"Autumn","2018","very high","very high"
"within an hour",TRUE,4,TRUE,FALSE,"Eixample","Private room",2,1,1,27,1,1125,26,33,55,235,2,2,0,100,10,10,10,10,FALSE,0.36,"Spring","2012","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Sant Andreu","Private room",2,1,1,40,2,1125,23,53,83,84,1,1,0,100,10,10,10,10,TRUE,0.23,"Winter","2020","Unknown","very high"
"a few days or more",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",4,1,2,70,3,1125,26,56,86,267,1,1,0,60,4,8,10,10,TRUE,0.18,"Autumn","2019","very low","very high"
"within an hour",FALSE,6,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",9,3,5,58,1,1125,10,10,10,10,12,12,0,80,8,8,10,8,TRUE,2.14,"Autumn","2017","very high","very high"
"within an hour",FALSE,17,TRUE,TRUE,"Eixample","Entire home/apt",6,3,3,49.18,1,1125,1,1,1,236,0,0,0,93,9,9,10,10,TRUE,0.22,"Winter","2018","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Private room",1,1,1,20,30,1125,30,60,90,365,0,0,0,100,10,8,8,10,TRUE,0.07,"Autumn","2019","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",4,1,2,45,1,1125,29,59,89,179,0,0,0,100,10,10,10,10,TRUE,0.18,"Spring","2017","Unknown","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,1,40,2,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.13,"Winter","2020","Unknown","average"
"Unknown",FALSE,1,TRUE,FALSE,"Horta-Guinardó","Private room",1,1,1,20,1,1125,0,0,0,175,0,0,0,85,9,10,10,10,TRUE,0.02,"Spring","2016","Unknown","Unknown"
"within an hour",FALSE,83,TRUE,TRUE,"Gràcia","Entire home/apt",5,2,3,102,3,1125,19,49,79,298,3,3,1,100,10,10,10,10,TRUE,1.03,"Spring","2015","very high","very high"
"within an hour",FALSE,83,TRUE,TRUE,"Eixample","Entire home/apt",4,1,1,59,2.8,1125,24,54,84,272,1,1,1,80,8,10,10,8,TRUE,1,"Spring","2015","very high","very high"
"within a few hours",FALSE,4,TRUE,TRUE,"Gràcia","Private room",2,1,1,20,2,1125,11,11,11,11,1,1,1,100,10,10,10,10,TRUE,1,"Summer","2015","very high","very high"
"a few days or more",FALSE,0,TRUE,TRUE,"Sarrià-Sant Gervasi","Private room",2,1,1,40,2,1125,26,56,86,176,0,0,0,100,10,10,8,10,TRUE,0.16,"Autumn","2015","very low","Unknown"
"within a day",FALSE,0,TRUE,FALSE,"Ciutat Vella","Entire home/apt",4,1,2,170,4,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.25,"Winter","2020","average","very high"
"within a few hours",FALSE,4,TRUE,TRUE,"Ciutat Vella","Private room",10,3,7,312,2,1125,30,60,90,345,0,0,0,70,7,6,9,6,FALSE,0.08,"Summer","2016","very high","very high"
"Unknown",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,1,75,2,1125,0,0,0,0,0,0,0,80,10,10,10,8,TRUE,0.04,"Winter","2020","Unknown","Unknown"
"within a few hours",TRUE,4,TRUE,FALSE,"Ciutat Vella","Private room",1,1,1,34,31,1125,18,48,78,353,0,0,0,88,9,8,10,9,TRUE,0.29,"Autumn","2019","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Eixample","Private room",3,1,2,100,2,1125,30,60,90,365,0,0,0,100,10,10,10,10,TRUE,0.16,"Summer","2014","Unknown","average"
"Unknown",FALSE,0,TRUE,FALSE,"Eixample","Private room",2,1,1,20,5,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.03,"Winter","2020","Unknown","Unknown"
"Unknown",FALSE,6,TRUE,FALSE,"Ciutat Vella","Private room",4,1,2,75,2,1125,0,0,0,0,0,0,0,60,6,6,8,7,TRUE,0.35,"Winter","2020","Unknown","very high"
"Unknown",FALSE,6,TRUE,FALSE,"Ciutat Vella","Private room",4,1,2,75,2,1125,0,0,0,0,2,2,0,60,6,6,8,7,TRUE,0.35,"Winter","2020","Unknown","very high"
"Unknown",FALSE,6,TRUE,FALSE,"Ciutat Vella","Private room",2,1,2,35,2,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.62,"Winter","2020","Unknown","very high"
"Unknown",FALSE,6,TRUE,FALSE,"Ciutat Vella","Private room",3,1,3,62,2,1125,0,0,0,0,0,0,0,80,10,8,10,8,TRUE,0.18,"Winter","2020","Unknown","very high"
"within an hour",TRUE,0,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,59,1,1125,0,0,0,0,0,0,0,80,8,6,10,8,TRUE,0.04,"Winter","2020","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,40,2,10,29,59,89,179,0,0,0,100,10,10,10,10,FALSE,0.17,"Winter","2020","Unknown","very high"
"a few days or more",FALSE,6,TRUE,FALSE,"Sant Martí","Private room",2,1,0,50,3,1125,29,59,89,364,0,0,0,100,10,10,10,10,TRUE,0.17,"Winter","2020","low","very high"
"within a few hours",TRUE,4,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,1,2,80,7,1125,1,4,4,4,1,1,1,100,10,10,10,10,FALSE,1,"Spring","2014","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Eixample","Private room",1,1,1,18,32,1125,0,0,0,249,1,1,0,100,8,10,10,8,TRUE,0.34,"Autumn","2014","very high","very high"
"within a day",FALSE,1,TRUE,FALSE,"Eixample","Private room",1,1,1,15,30,1125,30,60,90,365,1,1,0,20,2,2,2,2,FALSE,0.19,"Autumn","2016","average","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,2,35,30,1125,30,60,90,90,0,0,0,100,10,10,10,10,TRUE,0.09,"Autumn","2019","very high","very high"
"within a day",FALSE,0,TRUE,TRUE,"Eixample","Entire home/apt",6,4,4,790,31,1125,30,60,90,181,0,0,0,80,10,10,10,10,FALSE,0.02,"Winter","2020","very high","Unknown"
"Unknown",FALSE,0,TRUE,FALSE,"Ciutat Vella","Private room",1,1,0,30,4,1125,0,0,0,0,0,0,0,100,10,10,10,10,TRUE,0.06,"Winter","2016","Unknown","Unknown"
"within an hour",FALSE,3,TRUE,TRUE,"Eixample","Private room",1,1,1,23,32,1125,0,0,0,268,0,0,0,80,9,7,10,8,TRUE,0.2,"Autumn","2014","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Eixample","Private room",2,1,0,18,32,1110.1,1,1,1,250,0,0,0,100,8,10,10,8,TRUE,0.34,"Autumn","2014","very high","very high"
"within a day",FALSE,0,TRUE,FALSE,"Gràcia","Private room",1,1,0,22,1,1125,30,60,90,365,0,0,0,20,2,2,2,2,TRUE,1,"Winter","2019","very high","Unknown"
"Unknown",FALSE,2,TRUE,TRUE,"Sant Martí","Private room",1,1,1,25,5,1125,30,60,90,91,0,0,0,90,10,10,10,9,TRUE,0.18,"Spring","2019","Unknown","very high"
"within an hour",TRUE,29,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,113,32,150,30,60,90,233,0,0,0,80,8,9,10,9,TRUE,0.12,"Winter","2013","very high","very high"
"within a day",FALSE,4,TRUE,FALSE,"Ciutat Vella","Private room",2,1,0,80,3,1125,30,60,90,365,0,0,0,100,10,10,10,10,FALSE,0.07,"Winter","2016","very high","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",2,1,1,30,3,1125,26,32,32,32,7,7,1,97,10,10,10,10,FALSE,1.24,"Autumn","2018","very high","very high"
"within an hour",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",2,1,1,30,2,1125,30,36,36,36,0,0,0,100,8,8,10,7,FALSE,0.28,"Spring","2019","very high","very high"
"a few days or more",FALSE,11,TRUE,TRUE,"Eixample","Private room",8,1,8,155,1.1,12.1,12,42,72,247,0,0,0,97,10,10,10,9,TRUE,1.76,"Winter","2019","low","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Gràcia","Entire home/apt",6,2,3,153,3,1125,30,40,40,40,0,0,0,82,9,9,10,8,TRUE,1.36,"Winter","2020","Unknown","very high"
"within an hour",FALSE,27,TRUE,TRUE,"Sant Martí","Entire home/apt",6,3,3,90,3,1125,30,60,87,359,1,1,0,100,10,10,10,10,TRUE,0.18,"Autumn","2011","very high","very high"
"a few days or more",FALSE,11,TRUE,TRUE,"Eixample","Private room",6,1,6,129,1.1,12.1,12,42,72,74,0,0,0,88,9,7,9,8,TRUE,0.17,"Winter","2019","low","very high"
"a few days or more",FALSE,11,TRUE,TRUE,"Eixample","Private room",4,1,4,119,1.1,14.7,13,43,73,75,0,0,0,80,10,10,10,8,TRUE,0.07,"Winter","2019","low","very high"
"within a few hours",FALSE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,1,29,45,365,0,0,0,234,1,1,0,100,10,8,10,8,FALSE,0.54,"Autumn","2013","very high","very high"
"within an hour",FALSE,4,TRUE,TRUE,"Eixample","Entire home/apt",5,2,3,55,3,1125,0,23,53,322,2,2,0,90,10,9,10,9,TRUE,0.6,"Summer","2019","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",4,1,2,22,1,1125,29,46,76,351,0,0,0,100,10,10,10,10,TRUE,0.17,"Spring","2019","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",4,2,2,40,3,1125,11,37,67,68,7,7,4,100,10,10,10,10,FALSE,4.47,"Spring","2019","very high","very high"
"within an hour",FALSE,13,TRUE,TRUE,"Eixample","Private room",2,1,1,16,1,1125,4,34,64,337,1,1,1,100,10,10,10,10,TRUE,1,"Spring","2019","very high","very high"
"within an hour",FALSE,4,TRUE,FALSE,"Gràcia","Private room",2,1,2,20,7,1125,6,36,66,66,5,5,1,92,9,9,10,10,FALSE,0.95,"Winter","2020","very high","very high"
